DATAFLOW,LAST UPDATE,freq,nrg_bal,siec,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,AT,1993,18877.452,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,AT,1994,19007.717,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,AT,1995,20010.741,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,AT,1996,22247.601,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,AT,1997,21831.181,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,AT,1998,23311.691,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,AT,1999,22152.107,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,AT,2000,22152.630,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,AT,2001,23534.663,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,AT,2002,24645.177,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,AT,2003,27068.006,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,AT,2004,28084.148,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,AT,2005,29621.152,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,AT,2006,30531.997,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,AT,2007,29538.139,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,AT,2008,29489.538,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,AT,2009,27819.049,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,AT,2010,30082.361,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,AT,2011,30755.930,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,AT,2012,31407.630,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,AT,2013,28596.077,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,AT,2014,28224.232,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,AT,2015,30180.267,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,AT,2016,31940.238,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,AT,2017,32075.223,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,AT,2018,31708.011,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,AT,2019,32854.260,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,AT,2020,32645.628,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,BA,2014,3144.139,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,BA,2015,3314.086,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,BA,2016,3433.859,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,BA,2017,3496.328,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,BA,2018,3403.558,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,BA,2019,3144.828,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,BA,2020,2912.502,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,BE,1990,60587.017,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,BE,1991,63991.116,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,BE,1992,65149.556,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,BE,1993,62400.961,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,BE,1994,66628.023,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,BE,1995,66536.443,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,BE,1996,71684.658,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,BE,1997,71290.315,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,BE,1998,74307.780,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,BE,1999,72648.887,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,BE,2000,75722.774,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,BE,2001,75545.441,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,BE,2002,74493.198,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,BE,2003,78079.556,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,BE,2004,80564.553,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,BE,2005,80830.832,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,BE,2006,79113.190,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,BE,2007,78224.997,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,BE,2008,82266.902,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,BE,2009,77063.640,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,BE,2010,82382.640,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,BE,2011,78058.238,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,BE,2012,75923.574,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,BE,2013,78453.583,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,BE,2014,78844.777,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,BE,2015,81435.162,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,BE,2016,79167.703,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,BE,2017,83453.115,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,BE,2018,87710.851,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,BE,2019,87890.215,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,BE,2020,76869.813,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,BG,1990,18827.371,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,BG,1991,14623.754,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,BG,1992,12165.199,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,BG,1993,13959.282,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,BG,1994,14127.131,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,BG,1995,15830.988,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,BG,1996,15048.546,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,BG,1997,12681.470,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,BG,1998,11821.274,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,BG,1999,10947.216,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,BG,2000,11307.558,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,BG,2001,11826.069,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,BG,2002,11340.775,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,BG,2003,11393.904,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,BG,2004,12178.709,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,BG,2005,12936.290,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,BG,2006,14110.687,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,BG,2007,14964.256,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,BG,2008,15081.351,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,BG,2009,11939.801,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,BG,2010,11741.442,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,BG,2011,11847.701,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,BG,2012,12043.955,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,BG,2013,12001.919,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,BG,2014,11686.282,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,BG,2015,12768.270,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,BG,2016,12766.992,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,BG,2017,13298.525,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,BG,2018,11596.978,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,BG,2019,12551.713,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,BG,2020,10509.553,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,CY,1990,1647.243,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,CY,1991,1759.042,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,CY,1992,1915.999,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,CY,1993,2054.571,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,CY,1994,2176.055,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,CY,1995,2051.135,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,CY,1996,2224.744,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,CY,1997,2154.796,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,CY,1998,2275.384,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,CY,1999,2466.749,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,CY,2000,2578.678,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,CY,2001,2535.266,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,CY,2002,2617.886,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,CY,2003,2693.968,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,CY,2004,2450.971,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,CY,2005,2855.281,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,CY,2006,3014.597,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,CY,2007,2913.589,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,CY,2008,3091.723,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,CY,2009,2945.075,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,CY,2010,2963.864,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,CY,2011,2685.012,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,CY,2012,2646.845,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,CY,2013,2344.536,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,CY,2014,2305.846,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,CY,2015,2497.933,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,CY,2016,2653.164,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,CY,2017,2711.656,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,CY,2018,2684.501,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,CY,2019,2694.195,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,CY,2020,2384.045,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,CZ,1990,22144.600,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,CZ,1991,15736.816,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,CZ,1992,15274.020,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,CZ,1993,15334.859,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,CZ,1994,16414.521,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,CZ,1995,17677.416,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,CZ,1996,19577.843,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,CZ,1997,19089.403,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,CZ,1998,19076.777,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,CZ,1999,18186.673,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,CZ,2000,17855.107,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,CZ,2001,19078.289,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,CZ,2002,19453.904,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,CZ,2003,19807.786,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,CZ,2004,19729.415,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,CZ,2005,21000.088,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,CZ,2006,21846.704,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,CZ,2007,20695.703,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,CZ,2008,21175.435,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,CZ,2009,20254.519,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,CZ,2010,20638.339,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,CZ,2011,21373.145,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,CZ,2012,19654.304,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,CZ,2013,20341.395,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,CZ,2014,21085.341,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,CZ,2015,21922.814,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,CZ,2016,21607.884,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,CZ,2017,23888.855,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,CZ,2018,23082.948,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,CZ,2019,23990.165,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,CZ,2020,21176.101,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,DE,1990,188629.479,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,DE,1991,197739.782,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,DE,1992,207673.461,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,DE,1993,209935.693,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,DE,1994,216378.072,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,DE,1995,217441.198,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,DE,1996,231800.902,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,DE,1997,232630.670,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,DE,1998,237238.216,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,DE,1999,229696.988,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,DE,2000,235367.644,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,DE,2001,244985.645,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,DE,2002,238452.008,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,DE,2003,246143.657,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,DE,2004,256592.292,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,DE,2005,262308.457,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,DE,2006,267418.353,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,DE,2007,249634.383,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,DE,2008,256351.554,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,DE,2009,238256.813,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,DE,2010,248063.034,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,DE,2011,240703.259,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,DE,2012,241212.433,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,DE,2013,255616.974,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,DE,2014,247122.987,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,DE,2015,259637.570,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,DE,2016,257980.335,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,DE,2017,267926.175,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,DE,2018,234257.005,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,DE,2019,239809.494,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,DE,2020,214477.989,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,DK,1990,15829.749,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,DK,1991,17519.185,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,DK,1992,17724.447,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,DK,1993,17029.523,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,DK,1994,18406.628,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,DK,1995,18402.219,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,DK,1996,18907.395,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,DK,1997,18887.519,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,DK,1998,16295.676,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,DK,1999,15114.480,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,DK,2000,14572.361,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,DK,2001,14092.877,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,DK,2002,13258.801,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,DK,2003,14959.407,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,DK,2004,14430.523,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,DK,2005,13922.024,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,DK,2006,14634.729,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,DK,2007,14291.333,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,DK,2008,15815.415,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,DK,2009,14471.211,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,DK,2010,14200.106,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,DK,2011,15958.632,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,DK,2012,15874.812,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,DK,2013,18799.375,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,DK,2014,17655.634,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,DK,2015,18834.943,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,DK,2016,18262.543,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,DK,2017,16064.400,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,DK,2018,16061.780,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,DK,2019,18000.978,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,DK,2020,18185.596,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,EA19,1990,859809.856,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,EA19,1991,871345.370,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,EA19,1992,876806.516,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,EA19,1993,860680.231,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,EA19,1994,871850.719,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,IMP,TOTAL,KTOE,EA19,1995,894233.123,
