"TIME","GEO","NRG_BAL","SIEC","UNIT","Value","Flag and Footnotes"
"2018","Slovakia","Available for final consumption","Total","Thousand tonnes of oil equivalent","11,188.922",""
"2018","Finland","Gross available energy","Total","Thousand tonnes of oil equivalent","35,247.032",""
"2018","Finland","Total energy supply","Total","Thousand tonnes of oil equivalent","34,142.212",""
"2018","Finland","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","32,826.636",""
"2018","Finland","Available for final consumption","Total","Thousand tonnes of oil equivalent","26,345.363",""
"2018","Sweden","Gross available energy","Total","Thousand tonnes of oil equivalent","52,870.966",""
"2018","Sweden","Total energy supply","Total","Thousand tonnes of oil equivalent","50,118.885",""
"2018","Sweden","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","47,251.537",""
"2018","Sweden","Available for final consumption","Total","Thousand tonnes of oil equivalent","35,140.880",""
"2018","Iceland","Gross available energy","Total","Thousand tonnes of oil equivalent","6,641.678",""
"2018","Iceland","Total energy supply","Total","Thousand tonnes of oil equivalent","6,137.121",""
"2018","Iceland","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","6,398.214",""
"2018","Iceland","Available for final consumption","Total","Thousand tonnes of oil equivalent","3,169.289",""
"2018","Norway","Gross available energy","Total","Thousand tonnes of oil equivalent","31,577.390",""
"2018","Norway","Total energy supply","Total","Thousand tonnes of oil equivalent","30,649.867",""
"2018","Norway","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","27,759.538",""
"2018","Norway","Available for final consumption","Total","Thousand tonnes of oil equivalent","23,360.830",""
"2018","United Kingdom","Gross available energy","Total","Thousand tonnes of oil equivalent","188,474.120",""
"2018","United Kingdom","Total energy supply","Total","Thousand tonnes of oil equivalent","174,024.392",""
"2018","United Kingdom","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","177,220.208",""
"2018","United Kingdom","Available for final consumption","Total","Thousand tonnes of oil equivalent","130,914.521",""
"2018","Montenegro","Gross available energy","Total","Thousand tonnes of oil equivalent","1,074.297",""
"2018","Montenegro","Total energy supply","Total","Thousand tonnes of oil equivalent","1,050.357",""
"2018","Montenegro","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","1,036.037",""
"2018","Montenegro","Available for final consumption","Total","Thousand tonnes of oil equivalent","779.190",""
"2018","North Macedonia","Gross available energy","Total","Thousand tonnes of oil equivalent","2,592.090",""
"2018","North Macedonia","Total energy supply","Total","Thousand tonnes of oil equivalent","2,568.515",""
"2018","North Macedonia","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","2,541.726",""
"2018","North Macedonia","Available for final consumption","Total","Thousand tonnes of oil equivalent","1,859.119",""
"2018","Albania","Gross available energy","Total","Thousand tonnes of oil equivalent","2,398.096",""
"2018","Albania","Total energy supply","Total","Thousand tonnes of oil equivalent","2,359.535",""
"2018","Albania","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","2,348.634",""
"2018","Albania","Available for final consumption","Total","Thousand tonnes of oil equivalent","2,151.989",""
"2018","Serbia","Gross available energy","Total","Thousand tonnes of oil equivalent","15,545.308",""
"2018","Serbia","Total energy supply","Total","Thousand tonnes of oil equivalent","15,387.931",""
"2018","Serbia","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","14,785.664",""
"2018","Serbia","Available for final consumption","Total","Thousand tonnes of oil equivalent","9,180.281",""
"2018","Türkiye","Gross available energy","Total","Thousand tonnes of oil equivalent","149,046.777",""
"2018","Türkiye","Total energy supply","Total","Thousand tonnes of oil equivalent","144,184.845",""
"2018","Türkiye","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","143,410.478",""
"2018","Türkiye","Available for final consumption","Total","Thousand tonnes of oil equivalent","103,613.835",""
"2018","Bosnia and Herzegovina","Gross available energy","Total","Thousand tonnes of oil equivalent","7,478.331",""
"2018","Bosnia and Herzegovina","Total energy supply","Total","Thousand tonnes of oil equivalent","7,470.571",""
"2018","Bosnia and Herzegovina","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","7,379.331",""
"2018","Bosnia and Herzegovina","Available for final consumption","Total","Thousand tonnes of oil equivalent","4,311.445",""
"2018","Kosovo (under United Nations Security Council Resolution 1244/99)","Gross available energy","Total","Thousand tonnes of oil equivalent","2,584.929",""
"2018","Kosovo (under United Nations Security Council Resolution 1244/99)","Total energy supply","Total","Thousand tonnes of oil equivalent","2,581.860",""
"2018","Kosovo (under United Nations Security Council Resolution 1244/99)","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","2,541.290",""
"2018","Kosovo (under United Nations Security Council Resolution 1244/99)","Available for final consumption","Total","Thousand tonnes of oil equivalent","1,511.310",""
"2018","Moldova","Gross available energy","Total","Thousand tonnes of oil equivalent","3,006.323",""
"2018","Moldova","Total energy supply","Total","Thousand tonnes of oil equivalent","2,946.721",""
"2018","Moldova","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","2,940.616",""
"2018","Moldova","Available for final consumption","Total","Thousand tonnes of oil equivalent","2,767.341",""
"2018","Ukraine","Gross available energy","Total","Thousand tonnes of oil equivalent","93,850.613",""
"2018","Ukraine","Total energy supply","Total","Thousand tonnes of oil equivalent","93,550.622",""
"2018","Ukraine","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","90,686.528",""
"2018","Ukraine","Available for final consumption","Total","Thousand tonnes of oil equivalent","52,839.534",""
"2018","Georgia","Gross available energy","Total","Thousand tonnes of oil equivalent","4,958.421",""
"2018","Georgia","Total energy supply","Total","Thousand tonnes of oil equivalent","4,851.522",""
"2018","Georgia","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","4,698.184",""
"2018","Georgia","Available for final consumption","Total","Thousand tonnes of oil equivalent","4,414.241",""
"2019","European Union - 27 countries (from 2020)","Gross available energy","Total","Thousand tonnes of oil equivalent","1,501,062.211",""
"2019","European Union - 27 countries (from 2020)","Total energy supply","Total","Thousand tonnes of oil equivalent","1,416,157.990",""
"2019","European Union - 27 countries (from 2020)","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","1,353,828.153",""
"2019","European Union - 27 countries (from 2020)","Available for final consumption","Total","Thousand tonnes of oil equivalent","1,032,847.855",""
"2019","Euro area - 19 countries  (from 2015)","Gross available energy","Total","Thousand tonnes of oil equivalent","1,194,288.644",""
"2019","Euro area - 19 countries  (from 2015)","Total energy supply","Total","Thousand tonnes of oil equivalent","1,116,908.685",""
"2019","Euro area - 19 countries  (from 2015)","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","1,068,234.923",""
"2019","Euro area - 19 countries  (from 2015)","Available for final consumption","Total","Thousand tonnes of oil equivalent","817,779.010",""
"2019","Belgium","Gross available energy","Total","Thousand tonnes of oil equivalent","64,280.187",""
"2019","Belgium","Total energy supply","Total","Thousand tonnes of oil equivalent","54,378.316",""
"2019","Belgium","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","48,406.138",""
"2019","Belgium","Available for final consumption","Total","Thousand tonnes of oil equivalent","40,070.012",""
"2019","Bulgaria","Gross available energy","Total","Thousand tonnes of oil equivalent","18,922.292",""
"2019","Bulgaria","Total energy supply","Total","Thousand tonnes of oil equivalent","18,603.294",""
"2019","Bulgaria","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","18,217.793",""
"2019","Bulgaria","Available for final consumption","Total","Thousand tonnes of oil equivalent","10,320.295",""
"2019","Czechia","Gross available energy","Total","Thousand tonnes of oil equivalent","42,943.553",""
"2019","Czechia","Total energy supply","Total","Thousand tonnes of oil equivalent","42,524.701",""
"2019","Czechia","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","39,750.092",""
"2019","Czechia","Available for final consumption","Total","Thousand tonnes of oil equivalent","27,159.932",""
"2019","Denmark","Gross available energy","Total","Thousand tonnes of oil equivalent","18,015.562",""
"2019","Denmark","Total energy supply","Total","Thousand tonnes of oil equivalent","16,229.865",""
"2019","Denmark","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","16,788.009",""
"2019","Denmark","Available for final consumption","Total","Thousand tonnes of oil equivalent","13,920.679",""
"2019","Germany (until 1990 former territory of the FRG)","Gross available energy","Total","Thousand tonnes of oil equivalent","309,512.936",""
"2019","Germany (until 1990 former territory of the FRG)","Total energy supply","Total","Thousand tonnes of oil equivalent","298,401.223",""
"2019","Germany (until 1990 former territory of the FRG)","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","285,239.536",""
"2019","Germany (until 1990 former territory of the FRG)","Available for final consumption","Total","Thousand tonnes of oil equivalent","225,460.935",""
"2019","Estonia","Gross available energy","Total","Thousand tonnes of oil equivalent","4,980.478",""
"2019","Estonia","Total energy supply","Total","Thousand tonnes of oil equivalent","4,728.424",""
"2019","Estonia","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","4,674.519",""
"2019","Estonia","Available for final consumption","Total","Thousand tonnes of oil equivalent","2,842.835",""
"2019","Ireland","Gross available energy","Total","Thousand tonnes of oil equivalent","15,119.976",""
"2019","Ireland","Total energy supply","Total","Thousand tonnes of oil equivalent","13,867.450",""
"2019","Ireland","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","14,685.084",""
"2019","Ireland","Available for final consumption","Total","Thousand tonnes of oil equivalent","11,565.752",""
"2019","Greece","Gross available energy","Total","Thousand tonnes of oil equivalent","26,072.447",""
"2019","Greece","Total energy supply","Total","Thousand tonnes of oil equivalent","22,423.526",""
"2019","Greece","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","22,288.847",""
"2019","Greece","Available for final consumption","Total","Thousand tonnes of oil equivalent","16,417.942",""
"2019","Spain","Gross available energy","Total","Thousand tonnes of oil equivalent","134,018.032",""
"2019","Spain","Total energy supply","Total","Thousand tonnes of oil equivalent","121,942.108",""
"2019","Spain","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","120,631.149",""
"2019","Spain","Available for final consumption","Total","Thousand tonnes of oil equivalent","86,288.888",""
"2019","France","Gross available energy","Total","Thousand tonnes of oil equivalent","253,059.483",""
"2019","France","Total energy supply","Total","Thousand tonnes of oil equivalent","245,150.726",""
"2019","France","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","235,233.264",""
"2019","France","Available for final consumption","Total","Thousand tonnes of oil equivalent","155,462.271",""
"2019","Croatia","Gross available energy","Total","Thousand tonnes of oil equivalent","8,814.098",""
"2019","Croatia","Total energy supply","Total","Thousand tonnes of oil equivalent","8,589.566",""
"2019","Croatia","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","8,208.834",""
"2019","Croatia","Available for final consumption","Total","Thousand tonnes of oil equivalent","7,289.359",""
"2019","Italy","Gross available energy","Total","Thousand tonnes of oil equivalent","158,086.438",""
"2019","Italy","Total energy supply","Total","Thousand tonnes of oil equivalent","151,464.153",""
"2019","Italy","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","145,894.117",""
"2019","Italy","Available for final consumption","Total","Thousand tonnes of oil equivalent","118,662.685",""
"2019","Cyprus","Gross available energy","Total","Thousand tonnes of oil equivalent","2,903.469",""
"2019","Cyprus","Total energy supply","Total","Thousand tonnes of oil equivalent","2,315.130",""
"2019","Cyprus","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","2,535.443",""
"2019","Cyprus","Available for final consumption","Total","Thousand tonnes of oil equivalent","1,663.130",""
"2019","Latvia","Gross available energy","Total","Thousand tonnes of oil equivalent","4,940.251",""
"2019","Latvia","Total energy supply","Total","Thousand tonnes of oil equivalent","4,490.786",""
"2019","Latvia","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","4,557.371",""
"2019","Latvia","Available for final consumption","Total","Thousand tonnes of oil equivalent","3,967.834",""
"2019","Lithuania","Gross available energy","Total","Thousand tonnes of oil equivalent","7,996.646",""
"2019","Lithuania","Total energy supply","Total","Thousand tonnes of oil equivalent","7,678.847",""
"2019","Lithuania","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","6,277.963",""
"2019","Lithuania","Available for final consumption","Total","Thousand tonnes of oil equivalent","6,645.976",""
"2019","Luxembourg","Gross available energy","Total","Thousand tonnes of oil equivalent","4,543.983",""
"2019","Luxembourg","Total energy supply","Total","Thousand tonnes of oil equivalent","3,943.352",""
"2019","Luxembourg","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","4,503.675",""
"2019","Luxembourg","Available for final consumption","Total","Thousand tonnes of oil equivalent","3,829.336",""
"2019","Hungary","Gross available energy","Total","Thousand tonnes of oil equivalent","26,705.486",""
"2019","Hungary","Total energy supply","Total","Thousand tonnes of oil equivalent","26,426.110",""
"2019","Hungary","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","24,571.240",""
"2019","Hungary","Available for final consumption","Total","Thousand tonnes of oil equivalent","19,968.968",""
"2019","Malta","Gross available energy","Total","Thousand tonnes of oil equivalent","3,163.508",""
"2019","Malta","Total energy supply","Total","Thousand tonnes of oil equivalent","736.330",""
"2019","Malta","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","873.058",""
"2019","Malta","Available for final consumption","Total","Thousand tonnes of oil equivalent","560.297",""
"2019","Netherlands","Gross available energy","Total","Thousand tonnes of oil equivalent","87,487.101",""
"2019","Netherlands","Total energy supply","Total","Thousand tonnes of oil equivalent","72,090.931",""
"2019","Netherlands","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","63,517.371",""
"2019","Netherlands","Available for final consumption","Total","Thousand tonnes of oil equivalent","56,361.390",""
"2019","Austria","Gross available energy","Total","Thousand tonnes of oil equivalent","34,779.091",""
"2019","Austria","Total energy supply","Total","Thousand tonnes of oil equivalent","33,810.169",""
"2019","Austria","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","32,269.369",""
"2019","Austria","Available for final consumption","Total","Thousand tonnes of oil equivalent","28,345.428",""
"2019","Poland","Gross available energy","Total","Thousand tonnes of oil equivalent","106,347.823",""
"2019","Poland","Total energy supply","Total","Thousand tonnes of oil equivalent","104,995.829",""
"2019","Poland","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","100,194.809",""
"2019","Poland","Available for final consumption","Total","Thousand tonnes of oil equivalent","77,745.329",""
"2019","Portugal","Gross available energy","Total","Thousand tonnes of oil equivalent","24,850.896",""
"2019","Portugal","Total energy supply","Total","Thousand tonnes of oil equivalent","22,432.494",""
"2019","Portugal","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","22,054.516",""
"2019","Portugal","Available for final consumption","Total","Thousand tonnes of oil equivalent","17,585.671",""
"2019","Romania","Gross available energy","Total","Thousand tonnes of oil equivalent","33,239.401",""
"2019","Romania","Total energy supply","Total","Thousand tonnes of oil equivalent","33,052.581",""
"2019","Romania","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","32,068.353",""
"2019","Romania","Available for final consumption","Total","Thousand tonnes of oil equivalent","25,070.541",""
"2019","Slovenia","Gross available energy","Total","Thousand tonnes of oil equivalent","6,914.809",""
"2019","Slovenia","Total energy supply","Total","Thousand tonnes of oil equivalent","6,696.861",""
"2019","Slovenia","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","6,524.969",""
"2019","Slovenia","Available for final consumption","Total","Thousand tonnes of oil equivalent","5,040.677",""
"2019","Slovakia","Gross available energy","Total","Thousand tonnes of oil equivalent","17,023.933",""
"2019","Slovakia","Total energy supply","Total","Thousand tonnes of oil equivalent","16,978.429",""
"2019","Slovakia","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","15,984.098",""
"2019","Slovakia","Available for final consumption","Total","Thousand tonnes of oil equivalent","11,276.235",""
"2019","Finland","Gross available energy","Total","Thousand tonnes of oil equivalent","34,554.980",""
"2019","Finland","Total energy supply","Total","Thousand tonnes of oil equivalent","33,379.430",""
"2019","Finland","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","32,084.436",""
"2019","Finland","Available for final consumption","Total","Thousand tonnes of oil equivalent","25,731.716",""
"2019","Sweden","Gross available energy","Total","Thousand tonnes of oil equivalent","51,785.352",""
"2019","Sweden","Total energy supply","Total","Thousand tonnes of oil equivalent","48,827.359",""
"2019","Sweden","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","45,794.100",""
"2019","Sweden","Available for final consumption","Total","Thousand tonnes of oil equivalent","33,593.742",""
"2019","Iceland","Gross available energy","Total","Thousand tonnes of oil equivalent","6,401.699",""
"2019","Iceland","Total energy supply","Total","Thousand tonnes of oil equivalent","6,017.862",""
"2019","Iceland","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","6,203.312",""
"2019","Iceland","Available for final consumption","Total","Thousand tonnes of oil equivalent","3,092.550",""
"2019","Norway","Gross available energy","Total","Thousand tonnes of oil equivalent","29,462.559",""
"2019","Norway","Total energy supply","Total","Thousand tonnes of oil equivalent","28,580.883",""
"2019","Norway","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","25,582.445",""
"2019","Norway","Available for final consumption","Total","Thousand tonnes of oil equivalent","21,415.843",""
"2019","United Kingdom","Gross available energy","Total","Thousand tonnes of oil equivalent","184,967.770",""
"2019","United Kingdom","Total energy supply","Total","Thousand tonnes of oil equivalent","170,540.288",""
"2019","United Kingdom","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","174,296.992",""
"2019","United Kingdom","Available for final consumption","Total","Thousand tonnes of oil equivalent","127,768.662",""
"2019","Montenegro","Gross available energy","Total","Thousand tonnes of oil equivalent","1,112.236",""
"2019","Montenegro","Total energy supply","Total","Thousand tonnes of oil equivalent","1,087.037",""
"2019","Montenegro","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","1,071.963",""
"2019","Montenegro","Available for final consumption","Total","Thousand tonnes of oil equivalent","801.767",""
"2019","North Macedonia","Gross available energy","Total","Thousand tonnes of oil equivalent","2,861.947",""
"2019","North Macedonia","Total energy supply","Total","Thousand tonnes of oil equivalent","2,833.996",""
"2019","North Macedonia","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","2,803.346",""
"2019","North Macedonia","Available for final consumption","Total","Thousand tonnes of oil equivalent","2,010.840",""
"2019","Albania","Gross available energy","Total","Thousand tonnes of oil equivalent","2,386.443",""
"2019","Albania","Total energy supply","Total","Thousand tonnes of oil equivalent","2,333.185",""
"2019","Albania","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","2,307.136",""
"2019","Albania","Available for final consumption","Total","Thousand tonnes of oil equivalent","2,101.420",""
"2019","Serbia","Gross available energy","Total","Thousand tonnes of oil equivalent","15,436.735",""
"2019","Serbia","Total energy supply","Total","Thousand tonnes of oil equivalent","15,277.894",""
"2019","Serbia","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","14,719.435",""
"2019","Serbia","Available for final consumption","Total","Thousand tonnes of oil equivalent","9,043.860",""
"2019","Türkiye","Gross available energy","Total","Thousand tonnes of oil equivalent","151,029.796",""
"2019","Türkiye","Total energy supply","Total","Thousand tonnes of oil equivalent","145,605.646",""
"2019","Türkiye","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","144,809.872",""
"2019","Türkiye","Available for final consumption","Total","Thousand tonnes of oil equivalent","105,048.807",""
"2019","Bosnia and Herzegovina","Gross available energy","Total","Thousand tonnes of oil equivalent","7,230.302",""
"2019","Bosnia and Herzegovina","Total energy supply","Total","Thousand tonnes of oil equivalent","7,220.822",""
"2019","Bosnia and Herzegovina","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","7,136.966",""
"2019","Bosnia and Herzegovina","Available for final consumption","Total","Thousand tonnes of oil equivalent","4,294.325",""
"2019","Kosovo (under United Nations Security Council Resolution 1244/99)","Gross available energy","Total","Thousand tonnes of oil equivalent","2,668.905",""
"2019","Kosovo (under United Nations Security Council Resolution 1244/99)","Total energy supply","Total","Thousand tonnes of oil equivalent","2,666.421",""
"2019","Kosovo (under United Nations Security Council Resolution 1244/99)","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","2,618.163",""
"2019","Kosovo (under United Nations Security Council Resolution 1244/99)","Available for final consumption","Total","Thousand tonnes of oil equivalent","1,569.347",""
"2019","Moldova","Gross available energy","Total","Thousand tonnes of oil equivalent","2,840.945",""
"2019","Moldova","Total energy supply","Total","Thousand tonnes of oil equivalent","2,788.118",""
"2019","Moldova","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","2,783.927",""
"2019","Moldova","Available for final consumption","Total","Thousand tonnes of oil equivalent","2,638.596",""
"2019","Ukraine","Gross available energy","Total","Thousand tonnes of oil equivalent","89,641.456",""
"2019","Ukraine","Total energy supply","Total","Thousand tonnes of oil equivalent","89,520.123",""
"2019","Ukraine","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","86,153.549",""
"2019","Ukraine","Available for final consumption","Total","Thousand tonnes of oil equivalent","50,060.736",""
"2019","Georgia","Gross available energy","Total","Thousand tonnes of oil equivalent","5,206.965",""
"2019","Georgia","Total energy supply","Total","Thousand tonnes of oil equivalent","5,101.024",""
"2019","Georgia","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","4,879.663",""
"2019","Georgia","Available for final consumption","Total","Thousand tonnes of oil equivalent","4,591.701",""
"2020","European Union - 27 countries (from 2020)","Gross available energy","Total","Thousand tonnes of oil equivalent","1,379,146.663",""
"2020","European Union - 27 countries (from 2020)","Total energy supply","Total","Thousand tonnes of oil equivalent","1,322,153.650",""
"2020","European Union - 27 countries (from 2020)","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","1,236,349.166",""
"2020","European Union - 27 countries (from 2020)","Available for final consumption","Total","Thousand tonnes of oil equivalent","976,378.816",""
"2020","Euro area - 19 countries  (from 2015)","Gross available energy","Total","Thousand tonnes of oil equivalent","1,086,771.427",""
"2020","Euro area - 19 countries  (from 2015)","Total energy supply","Total","Thousand tonnes of oil equivalent","1,034,952.550",""
"2020","Euro area - 19 countries  (from 2015)","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","965,211.804",""
"2020","Euro area - 19 countries  (from 2015)","Available for final consumption","Total","Thousand tonnes of oil equivalent","764,564.126",""
"2020","Belgium","Gross available energy","Total","Thousand tonnes of oil equivalent","57,816.129",""
"2020","Belgium","Total energy supply","Total","Thousand tonnes of oil equivalent","50,241.267",""
"2020","Belgium","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","43,882.684",""
"2020","Belgium","Available for final consumption","Total","Thousand tonnes of oil equivalent","38,214.054",""
"2020","Bulgaria","Gross available energy","Total","Thousand tonnes of oil equivalent","17,922.172",""
"2020","Bulgaria","Total energy supply","Total","Thousand tonnes of oil equivalent","17,698.184",""
"2020","Bulgaria","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","17,191.524",""
"2020","Bulgaria","Available for final consumption","Total","Thousand tonnes of oil equivalent","10,293.181",""
"2020","Czechia","Gross available energy","Total","Thousand tonnes of oil equivalent","40,210.699",""
"2020","Czechia","Total energy supply","Total","Thousand tonnes of oil equivalent","40,096.937",""
"2020","Czechia","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","37,473.612",""
"2020","Czechia","Available for final consumption","Total","Thousand tonnes of oil equivalent","26,001.553",""
"2020","Denmark","Gross available energy","Total","Thousand tonnes of oil equivalent","16,442.526",""
"2020","Denmark","Total energy supply","Total","Thousand tonnes of oil equivalent","15,553.268",""
"2020","Denmark","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","15,321.363",""
"2020","Denmark","Available for final consumption","Total","Thousand tonnes of oil equivalent","13,485.141",""
"2020","Germany (until 1990 former territory of the FRG)","Gross available energy","Total","Thousand tonnes of oil equivalent","286,047.539",""
"2020","Germany (until 1990 former territory of the FRG)","Total energy supply","Total","Thousand tonnes of oil equivalent","280,169.376",""
"2020","Germany (until 1990 former territory of the FRG)","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","262,316.383",""
"2020","Germany (until 1990 former territory of the FRG)","Available for final consumption","Total","Thousand tonnes of oil equivalent","214,643.215",""
"2020","Estonia","Gross available energy","Total","Thousand tonnes of oil equivalent","4,783.092",""
"2020","Estonia","Total energy supply","Total","Thousand tonnes of oil equivalent","4,465.598",""
"2020","Estonia","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","4,312.725",""
"2020","Estonia","Available for final consumption","Total","Thousand tonnes of oil equivalent","2,947.418",""
"2020","Ireland","Gross available energy","Total","Thousand tonnes of oil equivalent","13,872.331",""
"2020","Ireland","Total energy supply","Total","Thousand tonnes of oil equivalent","13,321.345",""
"2020","Ireland","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","13,429.238",""
"2020","Ireland","Available for final consumption","Total","Thousand tonnes of oil equivalent","11,078.017",""
"2020","Greece","Gross available energy","Total","Thousand tonnes of oil equivalent","22,075.359",""
"2020","Greece","Total energy supply","Total","Thousand tonnes of oil equivalent","20,093.116",""
"2020","Greece","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","19,241.053",""
"2020","Greece","Available for final consumption","Total","Thousand tonnes of oil equivalent","14,560.610",""
"2020","Spain","Gross available energy","Total","Thousand tonnes of oil equivalent","118,172.392",""
"2020","Spain","Total energy supply","Total","Thousand tonnes of oil equivalent","110,218.905",""
"2020","Spain","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","105,030.789",""
"2020","Spain","Available for final consumption","Total","Thousand tonnes of oil equivalent","77,749.573",""
"2020","France","Gross available energy","Total","Thousand tonnes of oil equivalent","224,689.499",""
"2020","France","Total energy supply","Total","Thousand tonnes of oil equivalent","221,095.549",""
"2020","France","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","208,402.317",""
"2020","France","Available for final consumption","Total","Thousand tonnes of oil equivalent","141,635.413",""
"2020","Croatia","Gross available energy","Total","Thousand tonnes of oil equivalent","8,326.958",""
"2020","Croatia","Total energy supply","Total","Thousand tonnes of oil equivalent","8,252.624",""
"2020","Croatia","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","7,759.921",""
"2020","Croatia","Available for final consumption","Total","Thousand tonnes of oil equivalent","6,964.036",""
"2020","Italy","Gross available energy","Total","Thousand tonnes of oil equivalent","144,034.889",""
"2020","Italy","Total energy supply","Total","Thousand tonnes of oil equivalent","140,100.485",""
"2020","Italy","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","132,316.302",""
"2020","Italy","Available for final consumption","Total","Thousand tonnes of oil equivalent","109,277.762",""
"2020","Cyprus","Gross available energy","Total","Thousand tonnes of oil equivalent","2,561.362",""
"2020","Cyprus","Total energy supply","Total","Thousand tonnes of oil equivalent","2,190.578",""
"2020","Cyprus","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","2,197.842",""
